sid,year,aid,log_salary_governor_gbp,log_rev_total_gbp,log_rev_customs_gbp,log_rev_internal_gbp,log_exp_total_gbp,log_exp_tax_gbp,log_exp_pubworks_gbp,log_population_imputed,shared_ancestry,both_arist,both_oxbridge,both_eton,connected,age_entry,cambridge,oxford,eton,peerage,civilservant,politician,military,ordinance_total,ordinance_health,ordinance_education,ordinance_pubworks,ordinance_welfare,ordinance_tax,ordinance_trade,customs_exemptions,social_unrest,hansard_mention,polarity,award_highest,log_dist_london,area_tropics,logem4,sum_d_pre_post,post1930,tenure_aid,landlocked,quinquennial,decade,bilateral,no_colonies,duration,state_aid,min_year,min_revenue,full,post1930_connected,connected_year1930,tenure
"Ceylon",1940,"Andrew Caldecott",8.987197,16.35758,15.56077,15.75835,16.29529,,,,0,0,1,0,1,51,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-.034199,0,8.596766,1,4.2456341,2,1,8,0,1940,1940,92,2,3,273,1935,12.34128,1,1,10,5
"Ceylon",1941,"Andrew Caldecott",8.987197,16.51606,15.60309,16.00302,16.48071,12.44452,13.43038,,0,0,0,0,0,51,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,.044685,1,8.596766,1,4.2456341,2,1,8,0,1940,1940,95,2,4,273,1935,12.34128,1,0,0,6
"Ceylon",1948,"Henry Monck-Mason Moore",,,,,,,,,0,0,0,0,0,47,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,.036024,0,8.596766,1,4.2456341,,1,14,0,1945,1940,1209,2,4,274,1934,12.34128,0,0,0,14
"Ceylon",1944,"Henry Monck-Mason Moore",8.987197,17.16509,16.16819,16.70461,17.31881,11.79099,12.09396,,0,0,0,0,0,47,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,.049993,0,8.596766,1,4.2456341,,1,14,0,1940,1940,1211,2,0,274,1934,12.34128,0,0,0,10
"Ceylon",1945,"Henry Monck-Mason Moore",8.987197,,,,,,,,0,0,0,0,0,47,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,-.019238,0,8.596766,1,4.2456341,,1,14,0,1945,1940,1211,2,1,274,1934,12.34128,0,0,0,11
"Ceylon",1947,"Henry Monck-Mason Moore",,,,,,,,,0,0,0,0,0,47,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,.042054,0,8.596766,1,4.2456341,,1,14,0,1945,1940,1209,2,3,274,1934,12.34128,0,0,0,13
"Ceylon",1946,"Henry Monck-Mason Moore",,,,,,,,,0,0,0,0,0,47,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,.023049,0,8.596766,1,4.2456341,,1,14,0,1945,1940,1210,2,2,274,1934,12.34128,0,0,0,12
"Cyprus",1878,"Garnet Joseph Wolseley",8.294049,,,,,,,,0,1,0,0,1,40,0,0,0,1,1,0,1,0,0,0,0,0,0,0,,1,1,.055063,0,7.602295,0,,,0,5,0,1875,1870,805,3,0,275,1873,11.88754,0,0,-52,5
"Cyprus",1882,"Robert Biddulph",8.294049,12.14638,10.20629,11.99126,11.7262,9.771726,10.02827,12.143505,1,0,0,0,1,44,0,0,0,0,1,0,1,,,,,,,,,1,1,-.021106,0,7.602295,0,,2,0,20,0,1880,1880,2023,1,3,276,1879,11.88754,1,0,-48,3
"Cyprus",1884,"Robert Biddulph",8.294049,12.05567,10.18671,11.8881,11.62701,9.111073,9.243872,12.167495,1,0,0,0,1,44,0,0,0,0,1,0,1,,,,,,,,,0,1,.291211,0,7.602295,0,,2,0,20,0,1880,1880,2020,1,5,276,1879,11.88754,1,0,-46,5
"Cyprus",1879,"Robert Biddulph",8.294049,12.02045,,,11.61245,9.018454,9.965335,,1,0,0,0,1,44,0,0,0,0,1,0,1,,,,,,,,,1,1,.120406,0,7.602295,0,,2,0,20,0,1875,1870,2025,1,0,276,1879,11.88754,1,0,-51,0
"Cyprus",1883,"Robert Biddulph",8.294049,12.17588,10.30404,12.00883,11.62343,9.060912,9.357985,12.1555,1,0,0,0,1,44,0,0,0,0,1,0,1,,,,,,,,,0,1,.006362,0,7.602295,0,,2,0,20,0,1880,1880,2020,1,4,276,1879,11.88754,1,0,-47,4
"Cyprus",1880,"Robert Biddulph",8.517193,12.06121,9.91941,11.93628,11.63216,9.735897,9.67143,,1,0,0,0,1,44,0,0,0,0,1,0,1,,,,,,,,,1,1,.024796,0,7.602295,0,,2,0,20,0,1880,1880,2025,1,1,276,1879,11.88754,1,0,-50,1
"Cyprus",1885,"Robert Biddulph",8.294049,12.05719,10.22005,11.8837,11.61999,9.065314,9.218308,12.179489,1,0,0,0,1,44,0,0,0,0,1,0,1,,,,,,,,,0,1,-.011648,0,7.602295,0,,2,0,20,0,1885,1880,2021,1,6,276,1879,11.88754,1,0,-45,6
"Cyprus",1881,"Robert Biddulph",8.517193,12.00911,10.14046,11.84148,11.88592,9.768354,10.10985,12.131511,1,0,0,0,1,44,0,0,0,0,1,0,1,,,,,,,,,1,1,-.023295,0,7.602295,0,,2,0,20,0,1880,1880,2023,1,2,276,1879,11.88754,1,0,-49,2
"Cyprus",1889,"Henry Bulwer",8.294049,12.06916,10.09278,11.92,11.57438,9.11405,8.949495,12.227468,1,1,1,0,1,35,1,0,0,1,1,0,0,,,,,,,,,0,1,.046401,0,7.602295,0,,2,0,20,0,1885,1880,1126,4,3,277,1871,11.88754,1,0,-41,18
"Cyprus",1890,"Henry Bulwer",8.294049,12.18042,10.22875,12.02723,11.58607,9.229751,9.007367,12.239463,1,1,1,0,1,35,1,0,0,1,1,0,0,,,,,,,,,0,1,-.004409,0,7.602295,0,,2,0,20,0,1890,1890,1126,4,4,277,1871,11.88754,1,0,-40,19
"Cyprus",1891,"Henry Bulwer",8.294049,12.28839,10.24608,12.14944,11.63286,9.805544,9.299907,12.251457,1,1,1,0,1,35,1,0,0,1,1,0,0,,,,,,,,,0,1,.093651,0,7.602295,0,,2,0,20,0,1890,1890,1126,4,5,277,1871,11.88754,1,0,-39,20
"Cyprus",1886,"Henry Bulwer",8.294049,12.1391,10.40056,11.94579,11.61439,9.050758,9.212638,12.191484,1,1,0,0,1,35,1,0,0,1,1,0,0,,,,,,,,,0,1,.027564,0,7.602295,0,,2,0,20,0,1885,1880,1124,4,0,277,1871,11.88754,1,0,-44,15
"Cyprus",1887,"Henry Bulwer",8.294049,11.88754,10.20637,11.68155,11.63801,8.827028,9.259321,12.203479,1,1,1,0,1,35,1,0,0,1,1,0,0,,,,,,,,,0,1,.022192,0,7.602295,0,,2,0,20,0,1885,1880,1126,4,1,277,1871,11.88754,1,0,-43,16
"Cyprus",1888,"Henry Bulwer",8.294049,11.91413,9.958213,11.76164,11.6079,8.99999,8.844913,12.215473,1,1,1,0,1,35,1,0,0,1,1,0,0,,,,,,,,,0,1,-.037041,0,7.602295,0,,2,0,20,0,1885,1880,1126,4,2,277,1871,11.88754,1,0,-42,17
"Cyprus",1895,"Walter Joseph Sendall",8.006368,12.03039,10.0339,11.88443,11.64265,9.744316,9.171807,12.301237,0,0,0,0,0,57,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,.126682,0,7.602295,0,,2,0,11,0,1895,1890,2287,2,3,278,1889,11.88754,1,0,0,6
"Cyprus",1897,"Walter Joseph Sendall",8.006368,12.15753,10.19806,12.00563,11.79154,9.742496,9.970071,12.326128,0,0,0,0,0,57,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,.010155,0,7.602295,0,,2,0,11,0,1895,1890,2287,2,5,278,1889,11.88754,1,0,0,8
"Cyprus",1894,"Walter Joseph Sendall",8.006368,12.0263,10.0161,11.88247,11.65056,9.845222,9.362288,12.288792,0,0,0,0,0,57,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-.005674,0,7.602295,0,,2,0,11,0,1890,1890,2285,2,2,278,1889,11.88754,1,0,0,5
"Cyprus",1893,"Walter Joseph Sendall",8.006368,12.0842,10.12667,11.93198,11.6755,9.924368,9.511778,12.276347,0,0,0,0,0,57,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,-.024691,0,7.602295,0,,2,0,11,0,1890,1890,2285,2,1,278,1889,11.88754,1,0,0,4
"Cyprus",1892,"Walter Joseph Sendall",8.006368,12.15443,10.23462,11.99586,11.62083,9.766923,9.303193,12.263902,0,0,1,0,1,57,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,.030135,0,7.602295,0,,2,0,11,0,1890,1890,2286,2,0,278,1889,11.88754,1,0,-38,3
"Cyprus",1896,"Walter Joseph Sendall",8.006368,12.14769,10.02836,12.01973,11.77139,9.76526,9.964112,12.313683,0,0,0,0,0,57,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,.055211,0,7.602295,0,,2,0,11,0,1895,1890,2287,2,4,278,1889,11.88754,1,0,0,7
"Cyprus",1898,"William Frederick Haynes Smith",8.006368,12.25621,10.27305,12.10814,11.79792,9.938565,9.982252,12.338573,0,0,0,0,0,49,0,0,,0,1,0,1,,,,,,,,,0,1,.049838,0,7.602295,0,,2,0,15,0,1895,1890,2357,3,0,279,1888,11.88754,1,0,0,10
"Cyprus",1901,"William Frederick Haynes Smith",8.006368,12.19638,10.4019,12.0146,11.81912,9.943285,9.982945,12.375908,0,0,0,0,0,49,0,0,,0,1,0,1,,,,,,,,,0,1,-.04957,0,7.602295,0,,2,0,15,0,1900,1900,2357,3,3,279,1888,11.88754,1,0,0,13
"Cyprus",1903,"William Frederick Haynes Smith",8.006368,12.28006,10.38801,12.11665,11.85142,10.13484,9.958307,12.404982,0,0,0,0,0,49,0,0,,0,1,0,1,,,,,,,,,0,1,.063505,0,7.602295,0,,2,0,15,0,1900,1900,2357,3,5,279,1888,11.88754,1,0,0,15
"Cyprus",1899,"William Frederick Haynes Smith",8.006368,12.20926,10.32781,12.04395,11.81067,10.00084,9.984099,12.351018,0,0,0,0,0,49,0,0,,0,1,0,1,,,,,,,,,0,1,.059883,0,7.602295,0,,2,0,15,0,1895,1890,2357,3,1,279,1888,11.88754,1,0,0,11
"Cyprus",1902,"William Frederick Haynes Smith",8.006368,11.98362,10.17675,11.8043,11.84735,9.886087,10.15596,12.390445,0,0,0,0,0,49,0,0,,0,1,0,1,,,,,,,,,0,1,.140295,0,7.602295,0,,2,0,15,0,1900,1900,2357,3,4,279,1888,11.88754,1,0,0,14
"Cyprus",1900,"William Frederick Haynes Smith",8.006368,12.27964,10.3612,12.12084,11.8159,10.0412,10.01476,12.363463,0,0,0,0,0,49,0,0,,0,1,0,1,,,,,,,,,0,1,.03723,0,7.602295,0,,2,0,15,0,1900,1900,2357,3,2,279,1888,11.88754,1,0,0,12
"Cyprus",1910,"Charles Anthony King-Harman",8.006368,12.56671,10.68093,12.40217,12.43528,10.2007,10.78564,12.50674,1,0,1,0,1,46,1,0,0,0,1,0,0,,,,,,,,,0,1,.430068,0,7.602295,0,,2,0,13,0,1910,1910,272,3,6,280,1897,11.88754,1,0,-20,13
"Cyprus",1906,"Charles Anthony King-Harman",8.006368,12.5668,10.75109,12.38919,12.11212,10.12102,9.911902,12.448593,1,0,0,0,1,46,1,0,0,0,1,0,0,,,,,,,,,0,1,.082699,0,7.602295,0,,2,0,13,0,1905,1900,273,3,2,280,1897,11.88754,1,0,-24,9
"Cyprus",1909,"Charles Anthony King-Harman",8.006368,12.6436,10.79635,12.47202,12.43426,10.19522,10.91472,12.492204,1,0,1,0,1,46,1,0,0,0,1,0,0,,,,,,,,,0,1,.079862,0,7.602295,0,,2,0,13,0,1905,1900,272,3,5,280,1897,11.88754,1,0,-21,12
"Cyprus",1907,"Charles Anthony King-Harman",8.006368,12.65015,10.90366,12.45852,12.2211,10.20957,10.11448,12.46313,1,0,0,0,1,46,1,0,0,0,1,0,0,,,,,,,,,0,1,-.080187,0,7.602295,0,,2,0,13,0,1905,1900,273,3,3,280,1897,11.88754,1,0,-23,10
"Cyprus",1905,"Charles Anthony King-Harman",8.006368,12.38092,10.59921,12.19657,11.9774,10.1182,10.15669,12.434056,1,0,0,0,1,46,1,0,0,0,1,0,0,,,,,,,,,0,1,.085812,0,7.602295,0,,2,0,13,0,1905,1900,273,3,1,280,1897,11.88754,1,0,-25,8
"Cyprus",1908,"Charles Anthony King-Harman",8.006368,12.62306,10.86523,12.43381,12.40517,10.19306,10.83206,12.477667,1,0,0,0,1,46,1,0,0,0,1,0,0,,,,,,,,,0,1,-.022927,0,7.602295,0,,2,0,13,0,1905,1900,273,3,4,280,1897,11.88754,1,0,-22,11
"Cyprus",1904,"Charles Anthony King-Harman",8.006368,12.2963,10.49532,12.11581,11.94734,10.08201,9.929643,12.419519,1,0,0,0,1,46,1,0,0,0,1,0,0,,,,,,,,,0,1,.424116,0,7.602295,0,,2,0,13,0,1900,1900,270,3,0,280,1897,11.88754,1,0,-26,7
"Cyprus",1913,"Hamilton John Goold-Adams",8.006368,12.74203,10.86125,12.5766,12.59867,10.21673,10.53033,12.545134,1,0,0,0,1,39,0,0,0,0,1,0,1,,,,,,,,,0,1,.008417,0,7.602295,0,,2,0,17,0,1910,1910,1051,2,2,281,1897,11.88754,1,0,-17,16
"Cyprus",1911,"Hamilton John Goold-Adams",8.006368,12.67474,10.7815,12.51153,12.36843,10.1346,10.33306,12.521277,1,0,0,0,1,39,0,0,0,0,1,0,1,,,,,,,,,0,1,.243386,0,7.602295,0,,2,0,17,0,1910,1910,1051,2,0,281,1897,11.88754,1,0,-19,14
"Cyprus",1912,"Hamilton John Goold-Adams",8.006368,12.72095,10.8985,12.54465,12.46327,10.16003,10.39629,12.533206,1,0,0,0,1,39,0,0,0,0,1,0,1,,,,,,,,,0,1,-.020004,0,7.602295,0,,2,0,17,0,1910,1910,1051,2,1,281,1897,11.88754,1,0,-18,15
"Cyprus",1914,"Hamilton John Goold-Adams",8.006368,12.57802,10.63605,12.42321,12.6648,10.2469,10.44607,12.557062,1,0,0,0,1,39,0,0,0,0,1,0,1,,,,,,,,,0,1,.121486,0,7.602295,0,,2,0,17,0,1910,1910,1051,2,3,281,1897,11.88754,1,0,-16,17
"Cyprus",1916,"John Eugene Clauson",8.006368,12.8547,10.70151,12.73128,12.67099,10.27777,10.66935,12.580918,0,0,0,0,0,49,0,0,0,0,1,0,1,,,,,,,,,0,1,.166325,0,7.602295,0,,2,0,3,0,1915,1910,1535,1,1,282,1915,11.88754,1,0,0,1
"Cyprus",1917,"John Eugene Clauson",8.006368,13.21487,10.82838,13.11841,12.85474,10.37888,10.6277,12.592846,0,0,0,0,0,49,0,0,0,0,1,0,1,,,,,,,,,0,1,.013364,0,7.602295,0,,2,0,3,0,1915,1910,1535,1,2,282,1915,11.88754,1,0,0,2
"Cyprus",1915,"John Eugene Clauson",8.006368,12.93288,10.67992,12.82185,12.59242,10.24028,10.46982,12.56899,0,0,0,0,0,49,0,0,0,0,1,0,1,,,,,,,,,0,1,-.043769,0,7.602295,0,,2,0,3,0,1915,1910,1534,1,0,282,1915,11.88754,1,0,0,0
"Cyprus",1918,"John Eugene Clauson",8.006368,13.40075,10.6541,13.33446,13.11166,10.47554,10.85383,12.604774,0,0,0,0,0,49,0,0,0,0,1,0,1,,,,,,,,,0,1,.071176,0,7.602295,0,,2,0,3,0,1915,1910,1535,1,3,282,1915,11.88754,1,0,0,3
"Cyprus",1920,"Malcolm Stevenson",8.006368,13.46542,11.61177,13.29503,13.48409,10.68816,11.15772,12.628631,0,0,0,0,0,42,0,0,,0,1,0,0,,,,,,,,,0,1,0,0,7.602295,0,,2,0,7,0,1920,1920,1810,1,0,283,1920,11.88754,1,0,0,0
"Cyprus",1923,"Malcolm Stevenson",8.006368,13.37295,11.684,13.16873,13.42321,10.65761,10.64447,12.664415,0,0,0,0,0,42,0,0,,0,1,0,0,,,,,,,,,0,1,.000872,0,7.602295,0,,2,0,7,0,1920,1920,1812,1,3,283,1920,11.88754,1,0,0,3
"Cyprus",1921,"Malcolm Stevenson",8.006368,13.47073,11.66163,13.29183,13.55554,10.80444,11.42772,12.640559,0,0,0,0,0,42,0,0,,0,1,0,0,,,,,,,,,0,1,.074142,0,7.602295,0,,2,0,7,0,1920,1920,1813,1,1,283,1920,11.88754,1,0,0,1
"Cyprus",1924,"Malcolm Stevenson",8.006368,13.37439,11.86555,13.12443,13.35136,10.53811,10.34913,12.676343,0,0,0,0,0,42,0,0,,0,1,0,0,,,,,,,,,0,1,.263641,0,7.602295,0,,2,0,7,0,1920,1920,1812,1,4,283,1920,11.88754,1,0,0,4
"Cyprus",1922,"Malcolm Stevenson",8.006368,13.48454,11.82759,13.27293,13.48666,10.72181,11.07557,12.652487,0,0,0,0,0,42,0,0,,0,1,0,0,,,,,,,,,0,1,.03544,0,7.602295,0,,2,0,7,0,1920,1920,1813,1,2,283,1920,11.88754,1,0,0,2
"Cyprus",1925,"Malcolm Stevenson",8.188689,13.48441,12.04795,13.2129,13.47642,10.55984,10.78626,12.688271,0,0,0,0,0,42,0,0,,0,1,0,0,,,,,,,,,0,1,.031401,0,7.602295,0,,2,0,7,0,1925,1920,1811,1,5,283,1920,11.88754,1,0,0,5
"Cyprus",1930,"Ronald Storrs",8.188689,13.61447,12.41972,13.25381,13.59263,10.39574,11.55528,12.747912,0,0,0,0,0,45,1,0,0,0,1,0,0,,,,,,,,,0,1,0,0,7.602295,0,,2,1,8,0,1930,1930,2135,1,4,284,1926,11.88754,1,0,0,4
"Cyprus",1927,"Ronald Storrs",8.188689,13.46737,12.42637,13.0318,13.46996,10.36653,11.1896,12.712127,0,0,0,0,0,45,1,0,0,0,1,0,0,,,,,,,,,0,1,-.039866,0,7.602295,0,,2,0,8,0,1925,1920,2133,1,1,284,1926,11.88754,1,0,0,1
"Cyprus",1928,"Ronald Storrs",8.188689,13.60052,12.63981,13.11826,13.55775,10.43367,11.38879,12.724056,0,0,0,0,0,45,1,0,0,0,1,0,0,,,,,,,,,0,1,.020722,0,7.602295,0,,2,0,8,0,1925,1920,2133,1,2,284,1926,11.88754,1,0,0,2
"Cyprus",1931,"Ronald Storrs",8.188689,13.55414,12.52628,13.11133,13.51855,10.43761,11.0632,12.75984,0,0,0,0,0,45,1,0,0,0,1,0,0,,,,,,,,,0,1,-.026189,0,7.602295,0,,2,1,8,0,1930,1930,2135,1,5,284,1926,11.88754,1,0,0,5
"Cyprus",1926,"Ronald Storrs",8.188689,13.42877,12.17844,13.09132,13.52519,10.3409,11.21811,12.700199,0,0,0,0,0,45,1,0,0,0,1,0,0,,,,,,,,,0,1,-.008668,0,7.602295,0,,2,0,8,0,1925,1920,2133,1,0,284,1926,11.88754,1,0,0,0
"Cyprus",1929,"Ronald Storrs",8.188689,13.65289,12.61811,13.21392,13.60249,10.40287,11.45152,12.735984,0,0,0,0,0,45,1,0,0,0,1,0,0,,,,,,,,,0,1,-.012196,0,7.602295,0,,2,0,8,0,1925,1920,2135,1,3,284,1926,11.88754,1,0,0,3
"Cyprus",1932,"Reginald Edward Stubbs",8.188689,13.58454,12.58065,13.12812,13.56698,10.46102,10.74389,12.778785,0,0,1,0,1,43,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,-.068855,0,7.602295,0,,,1,17,0,1930,1930,1954,3,0,285,1919,11.88754,0,1,2,13
"Cyprus",1934,"Herbert Richmond Palmer",8.188689,13.55137,12.81008,12.90415,13.47886,10.50155,11.12688,12.816674,0,0,0,0,0,53,1,0,0,0,1,0,0,,,,,,,,,0,1,-.079169,0,7.602295,0,,2,1,8,0,1930,1930,1279,2,1,286,1930,11.88754,1,0,0,4
"Cyprus",1938,"Herbert Richmond Palmer",8.188689,13.83848,13.13311,13.1574,13.71903,10.69942,12.04895,12.892452,0,0,0,0,0,53,1,0,0,0,1,0,0,,,,,,,,,0,1,0,0,7.602295,0,,2,1,8,0,1935,1930,1281,2,5,286,1930,11.88754,1,0,0,8
"Cyprus",1935,"Herbert Richmond Palmer",8.188689,13.67999,12.89784,13.06857,13.6277,10.52086,11.522,12.835618,0,0,0,0,0,53,1,0,0,0,1,0,0,,,,,,,,,0,1,.031497,0,7.602295,0,,2,1,8,0,1935,1930,1279,2,2,286,1930,11.88754,1,0,0,5
"Cyprus",1937,"Herbert Richmond Palmer",8.188689,13.78294,13.04846,13.12949,13.64714,10.59152,11.72775,12.873507,0,0,0,0,0,53,1,0,0,0,1,0,0,,,,,,,,,0,1,-.020785,0,7.602295,0,,2,1,8,0,1935,1930,1281,2,4,286,1930,11.88754,1,0,0,7
"Cyprus",1933,"Herbert Richmond Palmer",8.188689,13.54337,12.7508,12.94064,13.47456,10.51578,10.72016,12.797729,0,0,0,0,0,53,1,0,0,0,1,0,0,,,,,,,,,0,1,.036533,0,7.602295,0,,2,1,8,0,1930,1930,1279,2,0,286,1930,11.88754,1,0,0,3
"Cyprus",1936,"Herbert Richmond Palmer",8.188689,13.62444,12.86121,12.99678,13.54365,10.55823,11.40107,12.854563,0,0,0,0,0,53,1,0,0,0,1,0,0,,,,,,,,,0,1,.056328,0,7.602295,0,,2,1,8,0,1935,1930,1281,2,3,286,1930,11.88754,1,0,0,6
"Cyprus",1939,"William Denis Battershill",8.188689,13.8287,13.07868,13.18937,13.83722,10.69858,12.036,12.911396,0,0,0,0,0,43,0,0,0,0,1,0,1,,,,,,,,,0,1,0,0,7.602295,0,,2,1,9,0,1935,1930,2330,1,0,287,1939,11.88754,1,0,0,0
"Cyprus",1940,"William Denis Battershill",8.188689,13.76578,12.69058,13.3484,13.95168,10.67801,11.83319,12.930341,0,0,0,0,0,43,0,0,0,0,1,0,1,,,,,,,,,0,1,-.002335,0,7.602295,0,,2,1,9,0,1940,1940,2330,1,1,287,1939,11.88754,1,0,0,1
"Cyprus",1941,"Charles Campbell Woolley",8.188689,13.91203,12.69372,13.56144,14.12859,10.83248,11.2994,12.949286,0,0,0,0,0,48,0,0,,0,1,0,1,,,,,,,,,0,1,.014969,0,7.602295,0,,2,1,11,0,1940,1940,309,1,0,288,1941,11.88754,1,0,0,0
"Cyprus",1942,"Charles Campbell Woolley",8.188689,14.17747,12.80339,13.88568,14.3758,10.83831,11.41843,12.96823,0,0,0,0,0,48,0,0,,0,1,0,1,,,,,,,,,0,1,.029728,0,7.602295,0,,2,1,11,0,1940,1940,309,1,1,288,1941,11.88754,1,0,0,1
"Cyprus",1945,"Charles Campbell Woolley",8.188689,,,,,,,13.025064,0,0,0,0,0,48,0,0,,0,1,0,1,0,0,0,0,0,0,0,,0,1,-.079821,0,7.602295,0,,,1,11,0,1945,1940,308,1,4,288,1941,11.88754,0,0,0,4
"Cyprus",1943,"Charles Campbell Woolley",8.188689,14.05939,13.02376,13.62089,14.5841,10.90042,11.74537,12.987175,0,0,0,0,0,48,0,0,,0,1,0,1,,,,,,,,,0,1,-.011224,0,7.602295,0,,2,1,11,0,1940,1940,308,1,2,288,1941,11.88754,1,0,0,2
"Cyprus",1944,"Charles Campbell Woolley",8.188689,15.06528,13.32019,14.87336,15.12214,,,13.006119,0,0,0,0,0,48,0,0,,0,1,0,1,,,,,,,,,0,1,-.032075,0,7.602295,0,,2,1,11,0,1940,1940,308,1,3,288,1941,11.88754,1,0,0,3
"Cyprus",1946,"Reginald Thomas Herbert Fletcher, Baron Winster",8.411833,15.32339,14.38046,14.82993,15.2023,11.01577,12.47371,13.044008,0,1,0,0,1,61,0,0,0,1,1,1,1,0,0,0,0,0,0,0,,0,1,-.019956,0,7.602295,0,,,1,2,0,1945,1940,1967,1,0,289,1946,11.88754,0,1,16,0
"Cyprus",1947,"Reginald Thomas Herbert Fletcher, Baron Winster",8.411833,,,,,,,13.057103,0,0,0,0,0,61,0,0,0,1,1,1,1,0,0,0,0,0,0,0,,0,1,-.07329,0,7.602295,0,,,1,2,0,1945,1940,1966,1,1,289,1946,11.88754,0,0,0,1
"Cyprus",1948,"Reginald Thomas Herbert Fletcher, Baron Winster",8.411833,,,,,,,13.070198,0,0,0,0,0,61,0,0,0,1,1,1,1,0,0,0,0,0,0,0,,0,1,-.018781,0,7.602295,0,,,1,2,0,1945,1940,1966,1,2,289,1946,11.88754,0,0,0,2
"Cyprus",1951,"Andrew Barkworth Wright",8.411833,15.81991,,,15.55095,,,13.109482,0,0,1,0,1,52,1,0,0,0,1,0,1,,,,,,,,,0,1,.070583,0,7.602295,0,,2,1,6,0,1950,1950,89,2,2,290,1947,11.88754,1,1,21,4
"Cyprus",1952,"Andrew Barkworth Wright",8.411833,15.95294,,,15.72545,,,13.122577,0,0,1,0,1,52,1,0,0,0,1,0,1,,,,,,,,,0,1,-.033618,0,7.602295,0,,2,1,6,0,1950,1950,89,2,3,290,1947,11.88754,1,1,22,5
"Cyprus",1949,"Andrew Barkworth Wright",8.411833,,,,,,,13.083292,0,0,0,0,0,52,1,0,0,0,1,0,1,0,0,0,0,0,0,0,,0,1,0,0,7.602295,0,,,1,6,0,1945,1940,87,2,0,290,1947,11.88754,0,0,0,2
"Cyprus",1953,"Andrew Barkworth Wright",8.411833,16.12304,,,16.04724,,,13.135671,0,0,1,0,1,52,1,0,0,0,1,0,1,,,,,,,,,0,1,-.019565,0,7.602295,0,,2,1,6,0,1950,1950,89,2,4,290,1947,11.88754,1,1,23,6
"Cyprus",1950,"Andrew Barkworth Wright",8.411833,,,,,,,13.096387,0,0,0,0,0,52,1,0,0,0,1,0,1,0,0,0,0,0,0,0,,0,1,.017663,0,7.602295,0,,,1,6,0,1950,1950,88,2,1,290,1947,11.88754,0,0,0,3
"Cyprus",1954,"Robert Perceval Armitage",8.411833,16.19395,,,16.2376,,,13.148766,0,0,0,0,0,48,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,-.029696,0,7.602295,0,,,1,6,0,1950,1950,2068,1,0,291,1954,11.88754,0,0,0,0
"Cyprus",1956,"John Alan Francis Harding",9.11603,,,,,,,13.174955,0,0,0,0,0,59,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,0,1,0,0,7.602295,0,,,1,1,0,1955,1950,1501,1,1,292,1955,11.88754,0,0,0,1
"Cyprus",1955,"John Alan Francis Harding",8.853665,16.28655,15.64038,15.54412,16.29491,,,13.161861,0,0,0,0,0,59,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,0,1,0,0,7.602295,0,,,1,1,0,1955,1950,1501,1,0,292,1955,11.88754,0,0,0,0
"Cyprus",1958,"Hugh Mackintosh Foot",9.21034,,,,,,,13.217321,0,0,0,0,0,44,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,-.033408,0,7.602295,0,,,1,9,0,1955,1950,1363,2,1,293,1951,11.88754,0,0,0,7
"Cyprus",1959,"Hugh Mackintosh Foot",9.21034,,,,,,,13.238504,0,0,1,0,1,44,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,-.00174,0,7.602295,0,,,1,9,0,1955,1950,1364,2,2,293,1951,11.88754,0,1,29,8
"Cyprus",1957,"Hugh Mackintosh Foot",9.21034,,,,,,,13.196138,0,0,0,0,0,44,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,-.059652,1,7.602295,0,,,1,9,0,1955,1950,1363,2,0,293,1951,11.88754,0,0,0,6
"Cyprus",1960,"Hugh Mackintosh Foot",9.21034,,,,,,,13.259687,0,0,1,0,1,44,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,.068192,0,7.602295,0,,,1,9,0,1960,1960,1364,2,3,293,1951,11.88754,0,1,30,9
"Dominica",1856,"Samuel Wensley Blackall",7.090077,9.466377,8.987197,8.500658,9.258844,,6.55108,10.143949,0,0,0,0,0,42,0,0,0,0,1,1,1,,,,,,,,,0,1,.695701,0,8.333501,1,,1,0,19,0,1854,1854,2149,1,5,294,1851,8.901366,1,0,0,5
